,servo_state,meanDelay (ns),leader-follower delay (ns),round-trip delay (ns),delay asymetry (ns),phase setpoint (ns),skew (ns),leader_TX,leader_RX,follower_TX,follower_RX,FPGA,PLL,PSR,PSL
0,          wri2,"441946.118
","441947.447
","884922.833
","1.329
","          -3.886 
","           0.000 
",257.649,257.649,256.827,258.471,44.88,28.62,34.25,"36.50
"
