,servo_state,meanDelay (ns),leader-follower delay (ns),round-trip delay (ns),delay asymetry (ns),phase setpoint (ns),skew (ns),leader_TX,leader_RX,FPGA,PLL,PSR,PSL
0,          wri2,"441946.057
","441947.386
","884922.711
","1.329
","          -3.946 
","           0.000 
", , ,44.88,28.75,34.31,"36.50
"
