,servo_state,meanDelay (ns),leader-follower delay (ns),round-trip delay (ns),delay asymetry (ns),phase setpoint (ns),skew (ns),leader_TX,leader_RX,follower_TX,follower_RX,FPGA,PLL,PSR,PSL
0,          wri2,"441946.142
","441947.471
","884922.880
","1.329
","-3.861 
","           0.000 
",257.649,257.649,256.827,258.471,44.81,28.50,34.25,"36.44
"
