,servo_state,meanDelay (ns),leader-follower delay (ns),round-trip delay (ns),delay asymetry (ns),phase setpoint (ns),skew (ns),leader_TX,leader_RX,FPGA,PLL,PSR,PSL
0,          wri2,"441946.090
","441947.419
","884922.776
","1.329
","          -3.913 
","           0.001 
",257.649,257.649,44.88,28.75,34.38,"36.50
"
